avg_rating,backup_location,btih,call_number,collection,contributor,coverage,creator,date,description,downloads,external-identifier,foldoutcount,format,genre,identifier,imagecount,indexflag,item_size,language,language_full,licenseurl,mediatype,members,month,name,noindex,num_reviews,oai_updatedate,platform,publicdate,publisher,related-external-id,reviewdate,rights,scanningcentre,source,stripped_tags,subject,title,title_cleaned,type,volume,week,year
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #18 (19xx)(Civitas)(de)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",92,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_18_19xx_Civitas_de_Side_A,,"index,nonoindex",1427949,eng,English,,software,,6,,,,"18.09.2018, 10.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #18 (19xx)(Civitas)(de)(Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #19 (19xx)(Civitas)(de)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",92,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_19_19xx_Civitas_de_Side_A,,"index,nonoindex",4135717,eng,English,,software,,0,,,,"18.09.2018, 10.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #19 (19xx)(Civitas)(de)(Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #20 (19xx)(Civitas)(de)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",92,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_20_19xx_Civitas_de_Side_A,,"index,nonoindex",1902387,eng,English,,software,,9,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #20 (19xx)(Civitas)(de)(Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #21 (19xx)(Civitas)(de)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",90,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_21_19xx_Civitas_de_Side_A,,"index,nonoindex",1871771,eng,English,,software,,7,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #21 (19xx)(Civitas)(de)(Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #22 (19xx)(Civitas)(de),68,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_22_19xx_Civitas_de,,"index,nonoindex",2252094,eng,English,,software,,1,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #22 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #23 (19xx)(Civitas)(de),78,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_23_19xx_Civitas_de,,"index,nonoindex",1839031,eng,English,,software,,0,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #23 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #24 (19xx)(Civitas)(de),58,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_24_19xx_Civitas_de,,"index,nonoindex",2222597,eng,English,,software,,0,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #24 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #26 (1998)(Civitas)(de),66,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_26_1998_Civitas_de,,"index,nonoindex",2086592,eng,English,,software,,1,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #26 (1998)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #27 (19xx)(Civitas)(de),55,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_27_19xx_Civitas_de,,"index,nonoindex",3852920,eng,English,,software,,2,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #27 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #28 (1998 08)(Civitas)(de),73,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Publication_28_1998-08_Civitas_de,,"index,nonoindex",2508538,eng,English,,software,,0,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #28 (1998 08)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #29 (19xx)(Civitas)(de),212,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_29_19xx_Civitas_de,,"index,nonoindex",5780879,eng,English,,software,,23,,,,"18.09.2018, 17.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #29 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #30 (19xx)(Civitas)(de),133,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_30_19xx_Civitas_de,,"index,nonoindex",2657204,eng,English,,software,,12,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #30 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #31 (19xx)(Civitas)(de),129,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Publication_31_19xx_Civitas_de,,"index,nonoindex",2546197,eng,English,,software,,15,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #31 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #33 (19xx)(Civitas)(de),106,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_33_19xx_Civitas_de,,"index,nonoindex",1013908,eng,English,,software,,10,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #33 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #34 (19xx)(Civitas)(de),130,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_34_19xx_Civitas_de,,"index,nonoindex",2511646,eng,English,,software,,15,,,,"18.09.2018, 11.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #34 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #35 (19xx)(Civitas)(de),98,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_35_19xx_Civitas_de,,"index,nonoindex",2790785,eng,English,,software,,14,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #35 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #36 (19xx)(Civitas)(de),98,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_36_19xx_Civitas_de,,"index,nonoindex",2482829,eng,English,,software,,13,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #36 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #37 (19xx)(Civitas)(de),171,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Publication_37_19xx_Civitas_de,,"index,nonoindex",2560606,eng,English,,software,,11,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #37 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #38 (19xx)(Civitas)(de),251,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_38_19xx_Civitas_de,,"index,nonoindex",3692205,eng,English,,software,,47,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #38 (19xx)(Civitas)(de),Publication,,,9,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #39 (19xx)(Civitas)(de),100,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_39_19xx_Civitas_de,,"index,nonoindex",1619072,eng,English,,software,,12,,,,"18.09.2018, 17.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #39 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #40 (19xx)(Civitas)(de),70,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Publication_40_19xx_Civitas_de,,"index,nonoindex",833981,eng,English,,software,,6,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #40 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #41 (19xx)(Civitas)(de),165,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_41_19xx_Civitas_de,,"index,nonoindex",2418151,eng,English,,software,,1,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #41 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #42 (19xx)(Civitas)(de),87,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_42_19xx_Civitas_de,,"index,nonoindex",3635958,eng,English,,software,,1,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #42 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #43 (19xx)(Civitas)(de),178,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_43_19xx_Civitas_de,,"index,nonoindex",4623134,eng,English,,software,,6,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #43 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #44 (19xx)(Civitas)(de),80,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_44_19xx_Civitas_de,,"index,nonoindex",840615,eng,English,,software,,4,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #44 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #46 (2002 02 01)(Civitas)(de)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",167,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_46_2002-02-01_Civitas_de_Side_A,,"index,nonoindex",6735567,eng,English,,software,,16,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #46 (2002 02 01)(Civitas)(de)(Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #47 (19xx)(Civitas)(de),162,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Publication_47_19xx_Civitas_de,,"index,nonoindex",6245762,eng,English,,software,,18,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #47 (19xx)(Civitas)(de),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #48 (19xx)(Civitas)(de)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",120,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_48_19xx_Civitas_de_Side_A,,"index,nonoindex",6463394,eng,English,,software,,14,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #48 (19xx)(Civitas)(de)(Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #49 (2002 09 06)(Civitas)(de)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",76,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_49_2002-09-06_Civitas_de_Side_A,,"index,nonoindex",2468362,eng,English,,software,,7,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #49 (2002 09 06)(Civitas)(de)(Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #50 (2003)(Civitas)(de)(Disk 1 of 2 Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",65,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_50_2003_Civitas_de_Disk_1_of_2_Side_A,,"index,nonoindex",5331003,eng,English,,software,,0,,,,"18.09.2018, 12.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #50 (2003)(Civitas)(de)(Disk 1 of 2 Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #50 (2003)(Civitas)(de)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",93,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_50_2003_Civitas_de_Side_A,,"index,nonoindex",1935128,eng,English,,software,,6,,,,"18.09.2018, 17.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #50 (2003)(Civitas)(de)(Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #51 (2003)(Civitas)(de)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",234,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_51_2003_Civitas_de_Side_A,,"index,nonoindex",4124759,eng,English,,software,,21,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #51 (2003)(Civitas)(de)(Side A),Publication,,,1,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #52 (2004 03 04)(Civitas)(de)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",120,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_52_2004-03-04_Civitas_de_Side_A,,"index,nonoindex",4994888,eng,English,,software,,11,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #52 (2004 03 04)(Civitas)(de)(Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #53 (19xx)(Civitas)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",114,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_53_19xx_Civitas_Side_A,,"index,nonoindex",5992767,eng,English,,software,,1,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #53 (19xx)(Civitas)(Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Publication #54 (2005 01 01)(Civitas)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",257,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_54_2005-01-01_Civitas_Side_A,,"index,nonoindex",7286146,eng,English,,software,,22,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #54 (2005 01 01)(Civitas)(Side A),Publication,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #56 (2005 08 14)(Civitas),352,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_56_2005-08-14_Civitas,,"index,nonoindex",11084398,eng,English,,software,,32,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #56 (2005 08 14)(Civitas),Publication,,,2,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publication #57 (2006 01 01)(Civitas),296,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publication_57_2006-01-01_Civitas,,"index,nonoindex",7629121,eng,English,,software,,46,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publication #57 (2006 01 01)(Civitas),Publication,,,1,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Publicnews 06 89 (1989 05)( )(de),60,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Publicnews_06-89_1989-05_-_de,,"index,nonoindex",6929085,eng,English,,software,,0,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Publicnews 06 89 (1989 05)( )(de),Publicnews,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Puke Box #02 (1991 03 22)(Inceria),83,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Puke_Box_02_1991-03-22_Inceria,,"index,nonoindex",5817261,eng,English,,software,,2,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Puke Box #02 (1991 03 22)(Inceria),Puke Box,,,1,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Puke Box #03 (1991 04 20)(Inceria),127,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Puke_Box_03_1991-04-20_Inceria,,"index,nonoindex",6260400,eng,English,,software,,0,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Puke Box #03 (1991 04 20)(Inceria),Puke Box,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Puke Box #04 (1991 05 18)(Inceria),83,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Puke_Box_04_1991-05-18_Inceria,,"index,nonoindex",6459972,eng,English,,software,,0,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Puke Box #04 (1991 05 18)(Inceria),Puke Box,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Puke Box #06 (1991 09 21)(Inceria),83,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Puke_Box_06_1991-09-21_Inceria,,"index,nonoindex",7113143,eng,English,,software,,0,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Puke Box #06 (1991 09 21)(Inceria),Puke Box,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Puke Box #07 (1991 11 09)(F4CG),62,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Puke_Box_07_1991-11-09_F4CG,,"index,nonoindex",975176,eng,English,,software,,0,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Puke Box #07 (1991 11 09)(F4CG),Puke Box,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Puke Box #08 (1992 03 21)(F4CG Inceria),74,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Puke_Box_08_1992-03-21_F4CG_Inceria,,"index,nonoindex",5422744,eng,English,,software,,0,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Puke Box #08 (1992 03 21)(F4CG Inceria),Puke Box,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Puke Box #09 (1992 03 21)(F4CG),66,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Puke_Box_09_1992-03-21_F4CG,,"index,nonoindex",4984681,eng,English,,software,,0,,,,"18.09.2018, 13.06.2020",Commodore 64,18.09.2018,,,,,,,,,Puke Box #09 (1992 03 21)(F4CG),Puke Box,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Puke Box #10 (1992 06)(F4CG),82,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Puke_Box_10_1992-06_F4CG,,"index,nonoindex",6988903,eng,English,,software,,4,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,Puke Box #10 (1992 06)(F4CG),Puke Box,,,1,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Pulp #01 (19xx)(Lost Brain)(de),66,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulp_01_19xx_Lost_Brain_de,,"index,nonoindex",553993,eng,English,,software,,0,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,Pulp #01 (19xx)(Lost Brain)(de),Pulp,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Pulp #02 (1999)(POL)(de),63,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulp_02_1999_POL_de,,"index,nonoindex",3319395,eng,English,,software,,0,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,Pulp #02 (1999)(POL)(de),Pulp,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Pulp #03 (2000)(POL)(de),59,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulp_03_2000_POL_de,,"index,nonoindex",316102,eng,English,,software,,0,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,Pulp #03 (2000)(POL)(de),Pulp,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Pulse #1 (1990)(Foxbat),60,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Pulse_1_1990_Foxbat,,"index,nonoindex",803851,eng,English,,software,,2,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,Pulse #1 (1990)(Foxbat),Pulse,,,0,
,ia906802_2,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Pulse #11, The (1994 05 01)(Regina The Pulse Magazine Staff)",66,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Pulse_11_The_1994-05-01_Regina_The_Pulse_Magazine_Staff,,"index,nonoindex",1899666,eng,English,,software,,0,,,,"18.09.2018, 14.06.2020",Commodore 64,18.09.2018,,,,,,,,,"Pulse #11, The (1994 05 01)(Regina The Pulse Magazine Staff)",Pulse,,,0,
,ia905300_25,,,"diskmags,softwarelibrary,emulation",,,,04.05.1993,MS-DOS diskmag.,87,,,"Animated GIF,Archive BitTorrent,Emulator Screenshot,Item Image,JPEG,JPEG Thumb,Metadata,PNG,ZIP",,pulse-2,,"index,nonoindex",595366,eng,English,,software,,3,,,,"05.02.2015, 27.01.2023",MS-DOS,05.02.2015,,,,,,,,"diskmags,MS-DOS diskmags",Pulse #2,Pulse,,,3,1993
