avg_rating,backup_location,btih,call_number,collection,contributor,coverage,creator,date,description,downloads,external-identifier,foldoutcount,format,genre,identifier,imagecount,indexflag,item_size,language,language_full,licenseurl,mediatype,members,month,name,noindex,num_reviews,oai_updatedate,platform,publicdate,publisher,related-external-id,reviewdate,rights,scanningcentre,source,stripped_tags,subject,title,title_cleaned,type,volume,week,year
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #67 (19xx)(Markt & Technik)(de)(Side A),101,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_67_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",3140208,eng,English,,software,,0,,,,"14.04.2021, 21.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #67 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #67 (19xx)(Markt & Technik)(de)(Side B),82,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_67_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",337070,eng,English,,software,,2,,,,"14.04.2021, 13.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #67 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #68 (19xx)(Markt & Technik)(de)(Side A),105,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_68_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",576237,eng,English,,software,,1,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #68 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #68 (19xx)(Markt & Technik)(de)(Side B),89,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_68_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",458016,eng,English,,software,,1,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #68 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #69 (19xx)(Markt & Technik)(de)(Side A),99,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_69_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",663083,eng,English,,software,,3,,,,"14.04.2021, 21.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #69 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #69 (19xx)(Markt & Technik)(de)(Side B),92,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_69_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",945745,eng,English,,software,,2,,,,"14.04.2021, 28.04.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #69 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #70 (19xx)(Markt & Technik)(de)(Side A),89,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_70_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",689028,eng,English,,software,,1,,,,"14.04.2021, 27.04.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #70 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #71 (19xx)(Markt & Technik)(de)(Side A),84,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_71_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",689031,eng,English,,software,,0,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #71 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #71 (19xx)(Markt & Technik)(de)(Side B),85,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_71_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",676711,eng,English,,software,,2,,,,"14.04.2021, 17.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #71 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #72 (19xx)(Markt & Technik)(de)(Side A),88,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_72_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",689031,eng,English,,software,,1,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #72 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #72 (19xx)(Markt & Technik)(de)(Side B),87,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_72_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",310137,eng,English,,software,,1,,,,"14.04.2021, 15.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #72 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #73 (19xx)(Markt & Technik)(de)(Side A),94,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_73_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",1175448,eng,English,,software,,1,,,,"14.04.2021, 17.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #73 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #73 (19xx)(Markt & Technik)(de)(Side B),87,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_73_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",676711,eng,English,,software,,2,,,,"14.04.2021, 04.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #73 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #74 (19xx)(Markt & Technik)(de)(Side A),85,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_74_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",536963,eng,English,,software,,1,,,,"14.04.2021, 14.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #74 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #74 (19xx)(Markt & Technik)(de)(Side B),88,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_74_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",681748,eng,English,,software,,1,,,,"14.04.2021, 17.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #74 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #75 (19xx)(Markt & Technik)(de)(Side A),98,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_75_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",792282,eng,English,,software,,3,,,,"14.04.2021, 11.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #75 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #75 (19xx)(Markt & Technik)(de)(Side B),98,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_75_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",567614,eng,English,,software,,1,,,,"14.04.2021, 16.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #75 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #76 (19xx)(Markt & Technik)(de)(Side A),82,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_76_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",689031,eng,English,,software,,1,,,,"14.04.2021, 20.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #76 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #76 (19xx)(Markt & Technik)(de)(Side B),96,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_76_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",594152,eng,English,,software,,6,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #76 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,1,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #77 (19xx)(Markt & Technik)(de)(Side A),101,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_77_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",609259,eng,English,,software,,2,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #77 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,1,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #77 (19xx)(Markt & Technik)(de)(Side B),83,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_77_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",687115,eng,English,,software,,1,,,,"14.04.2021, 20.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #77 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #78 (19xx)(Markt & Technik)(de)(Side A),97,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_78_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",681046,eng,English,,software,,1,,,,"14.04.2021, 11.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #78 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #78 (19xx)(Markt & Technik)(de)(Side B),149,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_78_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",577116,eng,English,,software,,5,,,,"14.04.2021, 22.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #78 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,1,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #79 (19xx)(Markt & Technik)(de)(Side A),90,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_79_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",812765,eng,English,,software,,1,,,,"14.04.2021, 12.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #79 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #79 (19xx)(Markt & Technik)(de)(Side B),121,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_79_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",565884,eng,English,,software,,5,,,,"14.04.2021, 14.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #79 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,1,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #80 (19xx)(Markt & Technik)(de)(Side A),88,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_80_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",674543,eng,English,,software,,0,,,,"14.04.2021, 07.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #80 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #80 (19xx)(Markt & Technik)(de)(Side B),80,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_80_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",306015,eng,English,,software,,0,,,,"14.04.2021, 20.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #80 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #81 (19xx)(Markt & Technik)(de)(Side A),201,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_81_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",776876,eng,English,,software,,34,,,,"14.04.2021, 22.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #81 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,3,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #81 (19xx)(Markt & Technik)(de)(Side B),87,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_81_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",578011,eng,English,,software,,2,,,,"14.04.2021, 23.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #81 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #82 (19xx)(Markt & Technik)(de)(Side A),81,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_82_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",580808,eng,English,,software,,1,,,,"14.04.2021, 11.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #82 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #82 (19xx)(Markt & Technik)(de)(Side B),78,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_82_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",676708,eng,English,,software,,2,,,,"14.04.2021, 10.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #82 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,1,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #83 (19xx)(Markt & Technik)(de)(Side A),80,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_83_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",792932,eng,English,,software,,2,,,,"14.04.2021, 16.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #83 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #83 (19xx)(Markt & Technik)(de)(Side B),93,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_83_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",609427,eng,English,,software,,1,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #83 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #84 (19xx)(Markt & Technik)(de)(Side A),106,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_84_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",348145,eng,English,,software,,1,,,,"14.04.2021, 20.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #84 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #84 (19xx)(Markt & Technik)(de)(Side B),90,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_84_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",689028,eng,English,,software,,2,,,,"14.04.2021, 23.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #84 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #85 (19xx)(Markt & Technik)(de)(Side A),100,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_85_19xx_Markt_Technik_de_Side_A,,"index,nonoindex",533644,eng,English,,software,,0,,,,"14.04.2021, 23.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #85 (19xx)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #85 (19xx)(Markt & Technik)(de)(Side B),89,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_85_19xx_Markt_Technik_de_Side_B,,"index,nonoindex",727122,eng,English,,software,,1,,,,"14.04.2021, 22.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #85 (19xx)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #85 01 (1985)(Markt & Technik)(de),92,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_85-01_1985_Markt_Technik_de,,"index,nonoindex",368215,eng,English,,software,,2,,,,"14.04.2021, 12.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #85 01 (1985)(Markt & Technik)(de),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #85 02 (1985)(Markt & Technik)(de)(Side A),85,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_85-02_1985_Markt_Technik_de_Side_A,,"index,nonoindex",1276245,eng,English,,software,,1,,,,"14.04.2021, 12.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #85 02 (1985)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #85 02 (1985)(Markt & Technik)(de)(Side B),91,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_85-02_1985_Markt_Technik_de_Side_B,,"index,nonoindex",251044,eng,English,,software,,1,,,,"14.04.2021, 14.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #85 02 (1985)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #85 03 (1985)(Markt & Technik)(de)(Side A),88,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_85-03_1985_Markt_Technik_de_Side_A,,"index,nonoindex",269123,eng,English,,software,,1,,,,"14.04.2021, 16.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #85 03 (1985)(Markt & Technik)(de)(Side A),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #85 03 (1985)(Markt & Technik)(de)(Side B),113,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_85-03_1985_Markt_Technik_de_Side_B,,"index,nonoindex",465813,eng,English,,software,,2,,,,"14.04.2021, 08.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #85 03 (1985)(Markt & Technik)(de)(Side B),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #85 03 (1985)(Markt & Technik)(de)(Side C),90,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_85-03_1985_Markt_Technik_de_Side_C,,"index,nonoindex",683008,eng,English,,software,,1,,,,"14.04.2021, 11.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #85 03 (1985)(Markt & Technik)(de)(Side C),64'er Magazin Sonderheft,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin Sonderheft #85 03 (1985)(Markt & Technik)(de)(Side D),95,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_Sonderheft_85-03_1985_Markt_Technik_de_Side_D,,"index,nonoindex",3171010,eng,English,,software,,1,,,,"14.04.2021, 21.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin Sonderheft #85 03 (1985)(Markt & Technik)(de)(Side D),64'er Magazin Sonderheft,,,0,
