issue,title,platform,group,release,release_converted,link,download_links,external_links
alamakota - issue #1,Alamakota,Amiga OCS/ECS,Luzers Team,august 1991,01.08.1991,https://www.pouet.net/prod.php?which=60515,https://files.scene.org/view/mags/alamakota/alamakota-issue-1-1991-luzers-pl-.zip,"http://demozoo.org/productions/249445/, https://www.pouet.net/mirrors.php?which=60515"
alamakota - issue #2,Alamakota,Amiga OCS/ECS,Luzers Team,october 1991,01.10.1991,https://www.pouet.net/prod.php?which=60516,https://files.scene.org/view/mags/alamakota/alamakota-issue-2-1991-luzers-pl-.zip,"http://demozoo.org/productions/249446/, https://www.pouet.net/mirrors.php?which=60516"
Alamakota - issue #3,Alamakota,Amiga OCS/ECS,Luzers Team,,,https://www.pouet.net/prod.php?which=60517,https://files.scene.org/view/mags/alamakota/alamakota-issue-3-1992-luzers-aga-pl-.zip,"http://demozoo.org/productions/249447/, https://www.pouet.net/mirrors.php?which=60517"
Albion Issue #00,Albion,Atari ST,Tazi,1993,01.01.1993,https://www.pouet.net/prod.php?which=54980,http://no-fragments.atari.org/no_fragments_10/MAGS/ALBION/ALBION0.MSA,"http://demozoo.org/productions/75965/, https://www.pouet.net/mirrors.php?which=54980"
Albion Issue #01,Albion,Atari ST,Tazi,1994,01.01.1994,https://www.pouet.net/prod.php?which=54981,http://no-fragments.atari.org/no_fragments_10/MAGS/ALBION/ALBION1.MSA,"http://demozoo.org/productions/75966/, https://www.pouet.net/mirrors.php?which=54981"
Alive #01,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,november 2000,01.11.2000,https://www.pouet.net/prod.php?which=904,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/ALIVE/ALIVE01.ZIP,"http://demozoo.org/productions/64703/, http://alive.atari.org/alive1/menutext.php, http://fading-twilight.atari.org/fading_twilight_dual_layer_dvd/TUNEZ/0_9/505/4CHANNEL/ALIVE_01/LIGHTEN.MOD, https://www.pouet.net/mirrors.php?which=904"
alive #02,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,april 2001,01.04.2001,https://www.pouet.net/prod.php?which=2028,http://files.dhs.nu/files_magazines/alive2.zip,"http://demozoo.org/productions/64704/, http://alive.atari.org/alive2/menutext.php, http://fading-twilight.atari.org/fading_twilight_dual_layer_dvd/TUNEZ/0_9/505/4CHANNEL/ALIVE_02/STILL_AL.MOD, https://www.pouet.net/mirrors.php?which=2028"
Alive #03,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,october 2001,01.10.2001,https://www.pouet.net/prod.php?which=3867,http://alive.atari.org/stuff/alive_3.zip,"http://demozoo.org/productions/64705/, http://alive.atari.org/alive3/menutext.php, http://fading-twilight.atari.org/fading_twilight_dual_layer_dvd/TUNEZ/T/TOODELOO/4CHANNEL/ALIVE03/GRAVITY.MOD, https://www.pouet.net/mirrors.php?which=3867"
Alive #04,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,march 2002,01.03.2002,https://www.pouet.net/prod.php?which=5332,http://files.dhs.nu/files_magazines/alive_4.zip,"http://demozoo.org/productions/64706/, http://alive.atari.org/alive4/menutext.php, http://fading-twilight.atari.org/fading_twilight_dual_layer_dvd/TUNEZ/T/TOODELOO/4CHANNEL/ALIVE04/BORN2BAM.MOD, https://www.pouet.net/mirrors.php?which=5332"
Alive #05,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,july 2002,01.07.2002,https://www.pouet.net/prod.php?which=6794,http://files.dhs.nu/files_magazines/alv5_st.zip,"http://demozoo.org/productions/64707/, http://files.dhs.nu/files_magazines/alv5_fal.zip, http://alive.atari.org/alive5/menutext.php, https://www.pouet.net/mirrors.php?which=6794"
Alive #06,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,december 2002,01.12.2002,https://www.pouet.net/prod.php?which=8269,http://files.dhs.nu/files_magazines/alive_sx.zip,"http://demozoo.org/productions/64708/, http://alive.atari.org/alive6/menutext.php, https://www.pouet.net/mirrors.php?which=8269"
Alive #07,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,july 2003,01.07.2003,https://www.pouet.net/prod.php?which=10304,http://alive.atari.org/stuff/alv7_ful.zip,"http://demozoo.org/productions/64709/, http://alive.atari.org/alive7/menutext.php, https://www.pouet.net/mirrors.php?which=10304"
alive #08,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,march 2004,01.03.2004,https://www.pouet.net/prod.php?which=11716,http://alive.atari.org/stuff/alv8_ful.zip,"http://demozoo.org/productions/64710/, http://alive.atari.org/stuff/alv8_lit.zip, http://alive.atari.org/alive8/menutext.php, https://www.pouet.net/mirrors.php?which=11716"
Alive #09,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,february 2005,01.02.2005,https://www.pouet.net/prod.php?which=15803,http://files.dhs.nu/files_magazines/alive9_1.zip,"http://demozoo.org/productions/64711/, http://alive.atari.org/alive9/menutext.php, https://www.pouet.net/mirrors.php?which=15803"
Alive #10,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,may 2005,01.05.2005,https://www.pouet.net/prod.php?which=17199,http://alive.atari.org/stuff/alive10.zip,"http://demozoo.org/productions/64712/, http://alive.atari.org/alive10/menutext.php, https://www.pouet.net/mirrors.php?which=17199"
Alive #11,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,november 2005,01.11.2005,https://www.pouet.net/prod.php?which=20332,http://alive.atari.org/stuff/alive11.zip,"http://demozoo.org/productions/64713/, http://alive.atari.org/alive11/menutext.php, http://fading-twilight.atari.org/fading_twilight_dual_layer_dvd/TUNEZ/0_9/505/8CHANNEL/ALIVE_11/DESKPOP.MOD, https://www.pouet.net/mirrors.php?which=20332"
Alive #12,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,december 2005,01.12.2005,https://www.pouet.net/prod.php?which=20952,http://alive.atari.org/stuff/alive12.zip,"http://demozoo.org/productions/64714/, http://alive.atari.org/alive12/menutext.php, https://www.pouet.net/mirrors.php?which=20952"
Alive #13,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,august 2006,01.08.2006,https://www.pouet.net/prod.php?which=25856,http://files.dhs.nu/files_magazines/alive13.zip,"http://demozoo.org/productions/64715/, http://alive.atari.org/stuff/alive13aMSA.zip, http://alive.atari.org/stuff/alive13bMSA.zip, http://alive.atari.org/alive13/menutext.php, https://www.pouet.net/mirrors.php?which=25856"
Alive #14,Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,august 2007,01.08.2007,https://www.pouet.net/prod.php?which=31660,http://alive.atari.org/stuff/Alive14.zip,"http://demozoo.org/productions/64716/, http://alive.atari.org/alive14/menutext.php, http://fading-twilight.atari.org/fading_twilight_dual_layer_dvd/TUNEZ/0_9/505/4CHANNEL/ALIVE_14/SQUARE.MOD, https://www.pouet.net/mirrors.php?which=31660"
Alive Special Edition (Error in Line 2001),Alive,"Atari ST, Atari STe, Atari Falcon 030",Alive Team,april 2001,01.04.2001,https://www.pouet.net/prod.php?which=26431,http://alive.atari.org/stuff/alive_eil.zip,"http://demozoo.org/productions/64717/, http://alive.atari.org/alive0/menutext.php, http://fading-twilight.atari.org/fading_twilight_dual_layer_dvd/TUNEZ/0_9/505/4CHANNEL/ALIVEEIL/THEGRASS.MOD, https://www.pouet.net/mirrors.php?which=26431"
Altered Reality Issue 1,Altered Reality,MS-Dos,,march 1993,01.03.1993,https://www.pouet.net/prod.php?which=85902,https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/altered_reality_issue1.zip,"http://demozoo.org/productions/279352/, https://www.pouet.net/mirrors.php?which=85902"
Always #019,Always (2),Commodore 64,Elysium,1993,01.01.1993,https://www.pouet.net/prod.php?which=42649,http://csdb.dk/getinternalfile.php/24014/always_19.d64.gz,"http://csdb.dk/release/?id=34640, https://www.pouet.net/mirrors.php?which=42649"
Amazine #1,Amazine,Atari ST,Mad Vision,may 1992,01.05.1992,https://www.pouet.net/prod.php?which=33487,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/AMAZINE/AMAZINE1.ZIP,"http://demozoo.org/productions/72364/, https://www.pouet.net/mirrors.php?which=33487"
Amazine #2,Amazine,Atari ST,Mad Vision,september 1992,01.09.1992,https://www.pouet.net/prod.php?which=33488,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/AMAZINE/AMAZINE2.ZIP,"http://demozoo.org/productions/72365/, https://www.pouet.net/mirrors.php?which=33488"
Amazine #3,Amazine,Atari ST,Mad Vision,december 1992,01.12.1992,https://www.pouet.net/prod.php?which=33489,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/AMAZINE/AMAZINE3.ZIP,"http://demozoo.org/productions/72366/, https://www.pouet.net/mirrors.php?which=33489"
Amazine #4,Amazine,Atari ST,Hemoroids,december 1992,01.12.1992,https://www.pouet.net/prod.php?which=15500,http://equinox.planet-d.net/pouet/amazine4.zip,"http://demozoo.org/productions/70547/, https://www.pouet.net/mirrors.php?which=15500"
Ambaras Pack,Ambaras Pack,Commodore 64,Faith Design,september 1996,01.09.1996,https://www.pouet.net/prod.php?which=46548,http://csdb.dk/getinternalfile.php/13948/Ambaras_Pack.zip,"http://csdb.dk/release/?id=7265, https://www.pouet.net/mirrors.php?which=46548"
Amber,Amber,MS-Dos,Amber Diskmag Editing Team,1998,01.01.1998,https://www.pouet.net/prod.php?which=33005,https://files.scene.org/view/mags/amber/amber0.zip,"http://demozoo.org/productions/99029/, https://www.pouet.net/mirrors.php?which=33005"
Amber1,Amber,MS-Dos,Amber Diskmag Editing Team,1999,01.01.1999,https://www.pouet.net/prod.php?which=33006,https://files.scene.org/view/mags/amber/amber1.rar,"http://demozoo.org/productions/99030/, https://www.pouet.net/mirrors.php?which=33006"
Amber2,Amber,MS-Dos,Amber Diskmag Editing Team,december 1999,01.12.1999,https://www.pouet.net/prod.php?which=33007,https://files.scene.org/view/mags/amber/amber2.zip,"http://demozoo.org/productions/99031/, https://www.pouet.net/mirrors.php?which=33007"
Ambition #1,Ambition,Commodore 64,"Sense Designs, Compagnions",march 1991,01.03.1991,https://www.pouet.net/prod.php?which=37221,http://csdb.dk/getinternalfile.php/22483/ambition01.zip,"http://csdb.dk/release/?id=33434, http://demozoo.org/productions/201729/, https://www.pouet.net/mirrors.php?which=37221"
Ambition #2,Ambition,Commodore 64,"Sense Designs, Compagnions",march 1991,01.03.1991,https://www.pouet.net/prod.php?which=37219,http://csdb.dk/getinternalfile.php/22482/ambition02.zip,"http://csdb.dk/release/?id=33433, http://demozoo.org/productions/201730/, https://www.pouet.net/mirrors.php?which=37219"
Ambition #3,Ambition,Commodore 64,"Sense Designs, Compagnions",april 1991,01.04.1991,https://www.pouet.net/prod.php?which=37217,http://csdb.dk/getinternalfile.php/22480/ambition03.zip,"http://csdb.dk/release/?id=33432, http://demozoo.org/productions/201731/, https://www.pouet.net/mirrors.php?which=37217"
Ambition #4,Ambition,Commodore 64,"Sense Designs, Compagnions",may 1991,01.05.1991,https://www.pouet.net/prod.php?which=37215,http://csdb.dk/getinternalfile.php/22479/ambition04.zip,"http://csdb.dk/release/?id=33431, http://demozoo.org/productions/201732/, https://www.pouet.net/mirrors.php?which=37215"
